feat0,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,feat19,class
0.6523945293107046,0.6550780525792911,-0.5811756314206012,0.7725136690714717,1.6061758799380996,-0.7656887731827242,-0.6348478102486708,0.7556284723421541,1.06550178406932,-0.5249046958244298,1.6305008419833853,1.671053938601902,-0.0739268763154437,-0.15351810858468642,-0.6194208761643889,1.3373580440258828,0.09050258043612777,0.18954660938482568,-0.7486091530743557,0.38686257118263695,3
-0.5781935795554326,0.7516002127879574,-0.5662448285921532,2.3706935448138333,-0.5425900778903733,0.21822135891368732,0.007735316842948691,-0.6210717258163434,-0.45565443237504294,-0.45008137160724515,-0.46780101453386647,-0.5926733057502781,-0.619507874014042,-0.5535399275373127,-0.5522076716197625,-0.6443165757515121,0.8965582598776192,-0.6385638327711097,0.945002697620084,0.9638805852162747,1
0.15464927703150516,-0.5581286711624734,0.42676980528224345,-0.6988625826773309,-0.5534159022343151,0.0660487668005943,-0.6307685058431343,-0.6448366276714957,1.8419565421762023,-0.6151976847153781,0.7245739997979342,1.514295690035015,-0.6191596373877274,-0.767213659898366,0.7116290306317444,-0.561722552634304,1.7164522511500313,-0.5581525857022654,-0.23302010323165548,-0.13402437913683565,4
-0.6472735918201004,-0.762567081864902,-0.4415150603002328,-0.6730232360680894,-0.636711602364312,0.49268594347383776,-0.5074293525197332,0.3042505743802445,-0.4832660791318782,-0.08506109886560335,-0.5322907313911476,-0.678897445106493,-0.22924831863760517,0.3862281247236977,-0.62345035801616,1.0151804564916,-0.7372902410764921,-0.7023003972057025,-0.19672326594314898,0.05080389574474549,2
-0.5990126500863876,-0.8171710395185796,-0.48537632333853675,-0.659541039479636,1.280908058221689,1.818506258423805,1.7580195619272774,-0.8655584339662619,-0.42332794108325705,-0.6826782024079264,-0.5956494242870819,0.6730387192749461,0.4553000983637875,0.30683533397144747,-0.6133891497014703,-0.792985924402542,-0.6579239260643771,1.6012412281354866,0.0389889254859516,0.22316658552301205,2
-0.5062123171900895,-0.5868187160047023,0.5625021467203274,-0.5747348127005226,-0.5159306052786969,-0.8331932574881592,-0.6197489487001115,0.6061826869719412,-0.5384909790358092,0.09240461230634779,1.8927778969679663,0.7378275405334245,-0.6271748401342722,0.10877811407709892,2.1484165209368675,-0.580022553393895,0.46133472231133293,-0.5773139310736042,-0.08697967146939685,0.09635502038358461,3
1.2394261918896465,-0.9043225085021582,0.742360399495432,-0.7688887993087606,-0.7205029126529964,-0.8135892513825814,-0.6380030061441097,-0.7947853365961658,2.3908193522023824,-0.5715097364589875,-0.5073853409993586,-0.6155544689369911,-0.5762762099783004,-0.7839768483404985,-0.6615915761266958,-0.792985924402542,0.5006607443405688,0.45966163727405074,-1.0016103949703303,-0.8900761285095175,2
1.9260764469641802,0.5289203003054308,-0.5824844202786958,-0.45612079759799723,0.31732002271465537,-0.8229543757765461,-0.6354969028945628,-0.7335149267326475,0.7546920178115947,-0.6390651643411478,-0.5490250579370277,0.45137867296692064,-0.6096254787726915,-0.8060462999140471,-0.6422298248620486,1.1947933790163097,1.8977167264381014,-0.7815880759040154,0.06810418226202006,0.9289597038933789,5
-0.6022899902764465,0.7221304617131705,-0.5575593792381913,2.1900098126134298,-0.6408191080779583,0.08506846148330395,-0.1367900393863922,-0.6215618984730286,-0.4713636122968201,-0.5031526393812644,-0.436322646442019,-0.624815437979593,-0.6286774795021486,-0.5732597345732029,-0.503933271451485,0.5820263496591588,0.5376690912290255,0.8252073642555163,-0.7613061184323356,-0.7027690266727658,1
1.6387690062849194,-0.6797673271375728,-0.5839485018252062,0.7706101977148583,-0.6227185298181362,-0.7718407153596442,-0.05903846837318541,0.19498538253298764,-0.43109023666387125,-0.5453799503674488,-0.4642235121680761,-0.5861829862754347,-0.6253163147239321,1.1930133556222882,1.8828690272836914,-0.3966319927162478,-0.7317091461656061,-0.07575795324076579,-0.8035768054182411,-0.7892786423189535,1
